course_title,course_organization,course_certificate_type,course_rating,course_review_num,course_time,course_difficulty,course_students_enrolled,course_url,course_skills,course_tools,course_summary,course_description
Introduction to Nonprofit Law,Not Specified,Professional Certificate,,15,1 Weeks,Advanced,2,https://www.coursera.org/learn/introduction-to-nonprofit-law,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to OSHA: Safety Standards and Compliance,Not Specified,Professional Certificate,,102,2 Hours,Advanced,1,https://www.coursera.org/learn/introduction-to-osha-safety-standards-and-compliance,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Project Management,Not Specified,Professional Certificate,,605,- Days,Advanced,4,https://www.coursera.org/learn/introduction-to-project-management,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Risk Management,Not Specified,Professional Certificate,,261,2 Weeks,Advanced,56,https://www.coursera.org/learn/introduction-to-risk-management,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Tourism and Hospitality,Not Specified,Professional Certificate,,67,2 Weeks,Advanced,7,https://www.coursera.org/learn/introduction-to-tourism-and-hospitality,Not Specified,Not Specified,Not Specified,Not Specified
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,Not Specified,Professional Certificate,,108,2 Weeks,Advanced,57,https://www.coursera.org/learn/investment-management,Not Specified,Not Specified,Not Specified,Not Specified
Leadership and Change Management for Sustainability Success,Not Specified,Professional Certificate,,11,1 Weeks,Advanced,855,https://www.coursera.org/learn/leadership-and-change-management-for-sustainability-success,Not Specified,Not Specified,Not Specified,Not Specified
Leadership Problem-Solving with AI: Think Like a Leader,Not Specified,Professional Certificate,,14,2 Weeks,Advanced,2,https://www.coursera.org/learn/leadership-problem-solving-with-ai,Not Specified,Not Specified,Not Specified,Not Specified
Leadership Skills,Not Specified,Professional Certificate,,216,5 Weeks,Advanced,247,https://www.coursera.org/learn/leadershipskills,Not Specified,Not Specified,Not Specified,Not Specified
Leading Teams: Developing as a Leader,Not Specified,Professional Certificate,,740,1 Weeks,Advanced,291,https://www.coursera.org/learn/leading-teams-developing-as-a-leader,Not Specified,Not Specified,Not Specified,Not Specified
Liderazgo de equipos,Not Specified,Professional Certificate,,45,1 Weeks,Advanced,71,https://www.coursera.org/learn/leading-teams-es,Not Specified,Not Specified,Not Specified,Not Specified
Lean Management Fundamentals,Not Specified,Professional Certificate,,28,1 Weeks,Advanced,47,https://www.coursera.org/learn/lean-management-fundamental,Not Specified,Not Specified,Not Specified,Not Specified
Learning and Development,Not Specified,Professional Certificate,,276,2 Weeks,Advanced,204,https://www.coursera.org/learn/learning-and-development,Not Specified,Not Specified,Not Specified,Not Specified
El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,Not Specified,Professional Certificate,,331,3 Weeks,Advanced,121,https://www.coursera.org/learn/legaltech,Not Specified,Not Specified,Not Specified,Not Specified
"Tracking expenses, liabilities, and equity",Not Specified,Professional Certificate,,799,1 Weeks,Advanced,384,https://www.coursera.org/learn/liabilities-equity-in-accounting,Not Specified,Not Specified,Not Specified,Not Specified
Management of Fashion and Luxury Companies,Not Specified,Professional Certificate,,565,1 Weeks,Advanced,316,https://www.coursera.org/learn/mafash,Not Specified,Not Specified,Not Specified,Not Specified
"Make the Sale: Build, Launch, and Manage E-commerce Stores",Not Specified,Professional Certificate,,7,2 Weeks,Advanced,16,https://www.coursera.org/learn/make-the-sale,Not Specified,Not Specified,Not Specified,Not Specified
Management Communication 管理沟通,Not Specified,Professional Certificate,,171,2 Weeks,Advanced,11,https://www.coursera.org/learn/management-communication,Not Specified,Not Specified,For Individuals; For Businesses; For Universities; For Governments; Browse; Business; Leadership and Management; About; Modules; Recommendations; Testimonials; Reviews,Not Specified
Management Fundamentals,Not Specified,Professional Certificate,,100,8 Hours,Advanced,83,https://www.coursera.org/learn/management-fundamentals-healthcare-administrators,Not Specified,Not Specified,Not Specified,Not Specified
Operations Management,Not Specified,Professional Certificate,,12,8 Hours,Advanced,5,https://www.coursera.org/learn/management-in-operations,Not Specified,Not Specified,Not Specified,Not Specified
Management Skills for New Managers,Not Specified,Professional Certificate,,39,5 Hours,Advanced,0,https://www.coursera.org/learn/management-skills-for-new-managers,Not Specified,Not Specified,Not Specified,Not Specified
Preparing to Manage Human Resources,Not Specified,Professional Certificate,,481,2 Weeks,Advanced,329,https://www.coursera.org/learn/managing-human-resources,Not Specified,Not Specified,Not Specified,Not Specified
Mastering Luxury Hospitality: Fundamentals to Leadership,Not Specified,Professional Certificate,,12,8 Hours,Advanced,0,https://www.coursera.org/learn/mastering-luxury-hospitality-fundamentals-to-leadership,Not Specified,Not Specified,Not Specified,Not Specified
Mastering Sales: From Fundamentals to Career Success,Not Specified,Professional Certificate,,11,1 Weeks,Advanced,3,https://www.coursera.org/learn/mastering-sales-from-fundamentals-to-career-success,Not Specified,Not Specified,Not Specified,Not Specified
MBA Essentials,Not Specified,Professional Certificate,,252,1 Weeks,Advanced,23,https://www.coursera.org/learn/mba-essentials,Not Specified,Not Specified,Not Specified,Not Specified
Finance of Mergers and Acquisitions: Valuation and Pricing,Not Specified,Professional Certificate,,309,2 Weeks,Advanced,118,https://www.coursera.org/learn/mergers-acquisitions-valuation-pricing,Financial Modeling; Market Data; Corporate Strategy; Corporate Finance; Cash Flows; Mergers & Acquisitions; Financial Analysis; Risk Analysis; Business Valuation; Private Equity,Not Specified,Not Specified,Not Specified
Work Smarter with Microsoft Excel,Not Specified,Professional Certificate,,321,2 Weeks,Advanced,2,https://www.coursera.org/learn/microsoft-excel-work-smarter,Data Visualization; Spreadsheet Software; Data Management; Excel Formulas; Data Import/Export,Productivity Software; Microsoft Office; Microsoft Excel; Microsoft 365,Not Specified,Not Specified
Microsoft Project 2019–2024/365: Part 1,Not Specified,Professional Certificate,,0,1 Weeks,Beginner,26,https://www.coursera.org/learn/microsoft-project-2019-2024-365-lo091098,Not Specified,Not Specified,Not Specified,Not Specified
Excel for Business with AI: Essentials,Not Specified,Professional Certificate,,0,3 Weeks,Advanced,1,https://www.coursera.org/learn/mqbs-excel-for-business-with-ai-essentials,Spreadsheet Software; Microsoft Copilot; Excel Formulas; Interactive Data Visualization; Data Management; Data Visualization; Data Sharing,Microsoft 365; Productivity Software; Dashboard; Generative AI; Cloud Storage; Microsoft Excel,Not Specified,Not Specified
Introduction to Negotiation: A Strategic Playbook for Becoming a Principled and Persuasive Negotiator,Not Specified,Professional Certificate,,203,4 Weeks,Advanced,724,https://www.coursera.org/learn/negotiation,Not Specified,Not Specified,Not Specified,Not Specified
Successful Negotiation: Essential Strategies and Skills,Not Specified,Professional Certificate,,118,2 Weeks,Advanced,1,https://www.coursera.org/learn/negotiation-skills,Business Ethics; Planning; Negotiation; Business Communication; Contract Negotiation; Arbitration; Decision Making; Mediation; Cultural Sensitivity; Conflict Management; Communication,Not Specified,Not Specified,Not Specified
An Introduction to Consumer Neuroscience & Neuromarketing,Not Specified,Professional Certificate,,530,3 Weeks,Advanced,211,https://www.coursera.org/learn/neuromarketing,Not Specified,Not Specified,Not Specified,Not Specified
OKR Certification: Leadership and Goal Setting,Not Specified,Professional Certificate,,247,2 Weeks,Advanced,46,https://www.coursera.org/learn/okr,Not Specified,Not Specified,Not Specified,Not Specified
Supply Chain Operations,Not Specified,Professional Certificate,,323,1 Weeks,Advanced,445,https://www.coursera.org/learn/operations,Not Specified,Not Specified,Not Specified,Not Specified
Organizational Analysis,Not Specified,Professional Certificate,,659,3 Weeks,Advanced,206,https://www.coursera.org/learn/organizational-analysis,Not Specified,Not Specified,Not Specified,Not Specified
International Leadership and Organizational Behavior,Not Specified,Professional Certificate,,539,2 Weeks,Advanced,156,https://www.coursera.org/learn/organizational-behavior,Not Specified,Not Specified,Not Specified,Not Specified
AI Essentials,Not Specified,Professional Certificate,,159,- Days,Advanced,27,https://www.coursera.org/learn/oxford-ai-essentials,Not Specified,Not Specified,Not Specified,Not Specified
"GRC Fundamentals - Learn Governance, Risk, and Compliance",Not Specified,Professional Certificate,,0,6 Hours,Advanced,479,https://www.coursera.org/learn/packt-grc-fundamentals-learn-governance-risk-and-compliance-mzusy,Compliance Auditing; Risk Management Framework; Communication Strategies; Regulatory Compliance,Not Specified,Not Specified,Not Specified
ISO 45001 Occupational Health & Safety Management System,Not Specified,Professional Certificate,,10,1 Weeks,Advanced,479,https://www.coursera.org/learn/packt-iso45001-building-an-occupational-health-and-safety-management-system,Not Specified,Not Specified,Not Specified,Not Specified
Leadership & Management,Not Specified,Professional Certificate,,0,3 Hours,Advanced,479,https://www.coursera.org/learn/packt-leadership-management-5jktd,Governance; Strategic Leadership; Expectation Management; Team Motivation; Employee Engagement; Influencing; Operations Management; Rapport Building,Not Specified,Not Specified,Not Specified
Life Coach Certification,Not Specified,Professional Certificate,,0,4 Hours,Advanced,479,https://www.coursera.org/learn/packt-life-coach-certification-8sedn,Performance Improvement; Revenue Management; Business; Income Statement; Personal Development; Positivity; AI Enablement; Customer Retention; Branding; Growth Mindedness,Not Specified,Not Specified,Not Specified
Mastering Customer Success,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,0,https://www.coursera.org/learn/packt-mastering-customer-success,Not Specified,Not Specified,Not Specified,Not Specified
Payroll and Tax Fundamentals,Not Specified,Professional Certificate,,146,6 Hours,Advanced,85,https://www.coursera.org/learn/payroll-and-tax-fundamentals,Not Specified,Not Specified,Not Specified,Not Specified
Payroll & HR Management,Not Specified,Professional Certificate,,62,1 Weeks,Advanced,82,https://www.coursera.org/learn/payroll-hr--management,Payroll Processing; Tax Laws; Payroll Reporting; Payroll; Compensation Management; Human Resources Software; Tax Compliance; Income Tax; Payroll Administration,Payroll Systems,Not Specified,Not Specified
The Manager's Toolkit: A Practical Guide to Managing People at Work,Not Specified,Professional Certificate,,347,1 Weeks,Advanced,203,https://www.coursera.org/learn/people-management,Not Specified,Not Specified,Not Specified,Not Specified
PMP Exam Prep: Project Management Principles,Not Specified,Professional Certificate,,161,35 Hours,Advanced,13,https://www.coursera.org/learn/pmp-exam-prep-project-management-principles,Not Specified,Not Specified,Not Specified,Not Specified
Effective Business Presentations with Powerpoint,Not Specified,Professional Certificate,,91,1 Weeks,Advanced,397,https://www.coursera.org/learn/powerpoint-presentations,Not Specified,Not Specified,Not Specified,Not Specified
Principles of Management,Not Specified,Professional Certificate,,616,2 Weeks,Advanced,73,https://www.coursera.org/learn/principles-of-management,Not Specified,Not Specified,Not Specified,Not Specified
Project Execution: Running the Project,Not Specified,Professional Certificate,,116,3 Weeks,Advanced,16,https://www.coursera.org/learn/project-execution-google,Not Specified,Not Specified,Not Specified,Not Specified
Project Initiation: Starting a Successful Project,Not Specified,Professional Certificate,,161,2 Weeks,Advanced,16,https://www.coursera.org/learn/project-initiation-google,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Project Management,Not Specified,Professional Certificate,,980,1 Weeks,Advanced,16,https://www.coursera.org/learn/project-management-foundations,Not Specified,Not Specified,Not Specified,Not Specified
Project Management Fundamentals,Not Specified,Professional Certificate,,570,2 Weeks,Advanced,2,https://www.coursera.org/learn/project-management-fundamentals-microsoft,Not Specified,Not Specified,Not Specified,Not Specified
Project Planning: Putting It All Together,Not Specified,Professional Certificate,,770,2 Weeks,Advanced,16,https://www.coursera.org/learn/project-planning-google,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Public Speaking,Not Specified,Professional Certificate,,238,2 Weeks,Advanced,879,https://www.coursera.org/learn/public-speaking,Communication; Communication Strategies; Stress Management; Verbal Communication Skills; Organizational Skills; Composure; Public Speaking,Not Specified,Not Specified,Not Specified
Python and Statistics for Financial Analysis,Not Specified,Professional Certificate,,604,1 Weeks,Advanced,272,https://www.coursera.org/learn/python-statistics-financial-analysis,Not Specified,Not Specified,Not Specified,Not Specified
Quality Improvement and Management,Not Specified,Professional Certificate,,379,1 Weeks,Advanced,0,https://www.coursera.org/learn/quality-improvement-and-management,Not Specified,Not Specified,Not Specified,Not Specified
Real Estate Development: Building Value in Your Community,Not Specified,Professional Certificate,,53,2 Weeks,Advanced,7,https://www.coursera.org/learn/real-estate-development-building-value-in-your-community,Not Specified,Not Specified,Not Specified,Not Specified
Real Estate Financial Modeling,Not Specified,Professional Certificate,,17,2 Hours,Advanced,0,https://www.coursera.org/learn/real-estate-financial-modeling,Not Specified,Not Specified,Not Specified,Not Specified
Real Estate Property Management,Not Specified,Professional Certificate,,57,2 Hours,Advanced,65,https://www.coursera.org/learn/real-estate-property-management,Not Specified,Not Specified,Not Specified,Not Specified
"Recruiting, Hiring, and Onboarding Employees",Not Specified,Professional Certificate,,174,2 Weeks,Advanced,187,https://www.coursera.org/learn/recruiting-hiring-onboarding-employees,Not Specified,Not Specified,Not Specified,Not Specified
Reigniting Employee Engagement,Not Specified,Professional Certificate,,5,2 Weeks,Advanced,200,https://www.coursera.org/learn/reigniting-employee-engagement,Strategic Planning; Business; Interactive Learning; Personal Development; Self-Awareness; Employee Engagement; Empathy; Leadership; Stress Management; Drive Engagement; Employee Retention,Not Specified,Not Specified,Not Specified
Relationship Management and Business Development,Not Specified,Professional Certificate,,83,5 Hours,Advanced,139,https://www.coursera.org/learn/relationship-management-and-business-development,Not Specified,Not Specified,Not Specified,Not Specified
Removing Barriers to Change,Not Specified,Professional Certificate,,475,8 Hours,Advanced,349,https://www.coursera.org/learn/removing-barriers-to-change,Cognitive flexibility; Influencing; Overcoming Obstacles; Critical Thinking; Behavioral Economics; Decision Making; Organizational Change; Change Management; Persuasive Communication,Not Specified,Not Specified,Not Specified
Reporting extra-financier et stratégie RSE,Not Specified,Professional Certificate,,425,3 Weeks,Advanced,94,https://www.coursera.org/learn/reporting-extra-financier-strategie-rse,Not Specified,Not Specified,Not Specified,Not Specified
Réussir le Changement,Not Specified,Professional Certificate,,432,1 Weeks,Advanced,84,https://www.coursera.org/learn/reussir-le-changement,Not Specified,Not Specified,Not Specified,Not Specified
Root Cause Analysis: Principles and Benefits,Not Specified,Professional Certificate,,47,2 Hours,Advanced,16,https://www.coursera.org/learn/root-cause-analysis-principles-and-benefits,Not Specified,Not Specified,Not Specified,Not Specified
Sales and CRM Overview,Not Specified,Professional Certificate,,512,2 Weeks,Advanced,181,https://www.coursera.org/learn/sales-and-crm-overview,Business-To-Consumer; Databases; Sales; Data Management; Customer Relationship Management; Sales Operations; Sales Management; B2B Sales; Sales Process; Customer Data Management,Salesforce,Not Specified,Not Specified
SAP Professional Fundamentals,Not Specified,Professional Certificate,,84,1 Weeks,Advanced,172,https://www.coursera.org/learn/sap-professional-fundamentals,Not Specified,Not Specified,Not Specified,Not Specified
Satisfaction Guaranteed: Develop Customer Loyalty Online,Not Specified,Professional Certificate,,996,2 Weeks,Advanced,16,https://www.coursera.org/learn/satisfaction-guaranteed,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Google SEO,Not Specified,Professional Certificate,,374,2 Weeks,Advanced,1,https://www.coursera.org/learn/search-engine-optimization,Not Specified,Not Specified,Not Specified,Not Specified
Six Sigma and the Organization (Advanced),Not Specified,Professional Certificate,,972,1 Weeks,Advanced,353,https://www.coursera.org/learn/six-sigma-organization-advanced,Not Specified,Not Specified,Not Specified,Not Specified
Six Sigma Principles,Not Specified,Professional Certificate,,110,1 Weeks,Advanced,353,https://www.coursera.org/learn/six-sigma-principles2,Not Specified,Not Specified,Not Specified,Not Specified
Fundamentals of Social Media Advertising,Not Specified,Professional Certificate,,622,1 Weeks,Advanced,223,https://www.coursera.org/learn/social-media-advertising-fundamentals,Not Specified,Not Specified,Not Specified,Not Specified
Social Media Content and Strategy,Not Specified,Professional Certificate,,379,2 Weeks,Advanced,313,https://www.coursera.org/learn/social-media-content-and-strategy,Not Specified,Not Specified,Not Specified,Not Specified
Social Media Management,Not Specified,Professional Certificate,,945,2 Weeks,Advanced,1,https://www.coursera.org/learn/social-media-management,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Social Media Marketing,Not Specified,Professional Certificate,,742,2 Weeks,Advanced,1,https://www.coursera.org/learn/social-media-marketing-introduction,Not Specified,Not Specified,Not Specified,Not Specified
Sports Marketing,Not Specified,Professional Certificate,,512,2 Weeks,Advanced,199,https://www.coursera.org/learn/sports-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Building Strategic Foresight Capabilities,Not Specified,Professional Certificate,,132,1 Weeks,Advanced,9,https://www.coursera.org/learn/strategic-foresight,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Strategic Internal Auditing,Not Specified,Professional Certificate,,0,1 Weeks,Advanced,738,https://www.coursera.org/learn/strategic-internal-auditing-foundations,Not Specified,Not Specified,Not Specified,Not Specified
Strategy and Game Theory for Management,Not Specified,Professional Certificate,,280,3 Weeks,Advanced,25,https://www.coursera.org/learn/strategy-and-game-theory-for-management,Not Specified,Not Specified,Not Specified,Not Specified
Supply Chain Digitization: Strategy and Design,Not Specified,Professional Certificate,,67,3 Weeks,Advanced,10,https://www.coursera.org/learn/supply-chain-digitization-strategy-and-design,Not Specified,Not Specified,Not Specified,Not Specified
Supply Chain Logistics,Not Specified,Professional Certificate,,705,1 Weeks,Advanced,445,https://www.coursera.org/learn/supply-chain-logistics,Not Specified,Not Specified,Not Specified,Not Specified
Supply Chain Principles,Not Specified,Professional Certificate,,188,1 Weeks,Advanced,108,https://www.coursera.org/learn/supply-chain-principles,Inventory and Warehousing; Logistics; Supply Chain Management; Warehouse Management; Logistics Management; Transportation Operations; Procurement; Manufacturing Operations; Supply Chain,Not Specified,Not Specified,Not Specified
Sustainability Reporting: From Regulation to Implementation,Not Specified,Professional Certificate,,17,2 Weeks,Advanced,87,https://www.coursera.org/learn/sustainability-reporting-from-regulation-to-implementation,Not Specified,Not Specified,Not Specified,Not Specified
Sustainable Fashion,Not Specified,Professional Certificate,,302,1 Weeks,Advanced,79,https://www.coursera.org/learn/sustainable-fashion,Not Specified,Not Specified,Not Specified,Not Specified
Principles of Sustainable Finance,Not Specified,Professional Certificate,,874,2 Weeks,Advanced,142,https://www.coursera.org/learn/sustainable-finance,Not Specified,Not Specified,Not Specified,Not Specified
Talent Acquisition,Not Specified,Professional Certificate,,700,2 Weeks,Advanced,204,https://www.coursera.org/learn/talent-acquisition,Not Specified,Not Specified,Not Specified,Not Specified
Taxation of Multinationals for Everyone,Not Specified,Professional Certificate,,20,3 Weeks,Advanced,4,https://www.coursera.org/learn/taxation-of-multinationals,Tax; Tax Planning; International Finance; Income Tax; Tax Laws; Corporate Tax; Tax Compliance,Not Specified,Not Specified,Not Specified
"The AI, Climate, and Energy Connection",Not Specified,Professional Certificate,,0,1 Weeks,Advanced,62,https://www.coursera.org/learn/the-ai-climate-and-energy-connection,Not Specified,Not Specified,Not Specified,Not Specified
The Art of Storytelling,Not Specified,Professional Certificate,,141,2 Hours,Advanced,72,https://www.coursera.org/learn/the-art-of-storytelling-iese,Not Specified,Not Specified,Not Specified,Not Specified
The Principles of Real Estate,Not Specified,Professional Certificate,,52,- Days,Advanced,53,https://www.coursera.org/learn/the-principles-of-real-estate,Not Specified,Not Specified,Not Specified,Not Specified
Think Outside the Inbox: Email Marketing,Not Specified,Professional Certificate,,878,2 Weeks,Advanced,16,https://www.coursera.org/learn/think-outside-the-inbox,Not Specified,Not Specified,Not Specified,Not Specified
TOGAF 10 Foundation,Not Specified,Professional Certificate,,365,7 Hours,Advanced,271,https://www.coursera.org/learn/togaf-10-foundation,Not Specified,Not Specified,Not Specified,Not Specified
Travel Agency Operations,Not Specified,Professional Certificate,,56,4 Hours,Advanced,19,https://www.coursera.org/learn/travel-agency-operations,Not Specified,Not Specified,Not Specified,Not Specified
Understanding Stablecoins,Not Specified,Professional Certificate,,0,8 Hours,Advanced,85,https://www.coursera.org/learn/understanding-stablecoins,Not Specified,Not Specified,Not Specified,Not Specified
Artificial Intelligence in Marketing,Not Specified,Professional Certificate,,352,1 Weeks,Advanced,509,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Digital Product Management: Modern Fundamentals,Not Specified,Professional Certificate,,420,- Days,Advanced,535,https://www.coursera.org/learn/uva-darden-digital-product-management,Not Specified,Not Specified,Not Specified,Not Specified
Managerial Accounting Fundamentals,Not Specified,Professional Certificate,,848,1 Weeks,Advanced,253,https://www.coursera.org/learn/uva-darden-managerial-accounting,Not Specified,Not Specified,Not Specified,Not Specified
Marketing Analytics,Not Specified,Professional Certificate,,446,2 Weeks,Advanced,509,https://www.coursera.org/learn/uva-darden-market-analytics,Not Specified,Not Specified,Not Specified,Not Specified
Fundamentals of Project Planning and Management,Not Specified,Professional Certificate,,417,9 Hours,Advanced,539,https://www.coursera.org/learn/uva-darden-projects101,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Business Strategy,Not Specified,Professional Certificate,,593,9 Hours,Advanced,621,https://www.coursera.org/learn/uva-darden-strategy101,Business Strategy; Analysis; Strategic Decision-Making; Business Economics; Corporate Strategy; Competitive Analysis; Market Analysis; Organizational Strategy; Strategic Thinking; Strategic Planning,Not Specified,Not Specified,Not Specified
Introduction to Financial Accounting,Not Specified,Professional Certificate,,523,2 Weeks,Advanced,529,https://www.coursera.org/learn/wharton-accounting,Not Specified,Not Specified,Not Specified,Not Specified
AI Applications in Marketing and Finance,Not Specified,Professional Certificate,,117,9 Hours,Advanced,322,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,Not Specified,Not Specified,Not Specified,Not Specified
AI Fundamentals for Non-Data Scientists,Not Specified,Professional Certificate,,329,1 Weeks,Advanced,291,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,Not Specified,Not Specified,Not Specified,Not Specified
Wharton Business Foundations Capstone,Not Specified,Professional Certificate,,417,2 Weeks,Advanced,195,https://www.coursera.org/learn/wharton-capstone,Not Specified,Not Specified,Not Specified,Not Specified
Cryptocurrency and Blockchain: An Introduction to Digital Currencies,Not Specified,Professional Certificate,,383,6 Hours,Advanced,192,https://www.coursera.org/learn/wharton-cryptocurrency-blockchain-introduction-digital-currency,Not Specified,Not Specified,Not Specified,Not Specified
Customer Analytics,Not Specified,Professional Certificate,,638,1 Weeks,Advanced,309,https://www.coursera.org/learn/wharton-customer-analytics,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Corporate Finance,Not Specified,Professional Certificate,,422,9 Hours,Advanced,322,https://www.coursera.org/learn/wharton-finance,Not Specified,Not Specified,Not Specified,Not Specified
More Introduction to Financial Accounting,Not Specified,Professional Certificate,,560,2 Weeks,Advanced,529,https://www.coursera.org/learn/wharton-financial-accounting,Not Specified,Not Specified,Not Specified,Not Specified
"FinTech: Foundations, Payments, and Regulations",Not Specified,Professional Certificate,,677,- Days,Advanced,103,https://www.coursera.org/learn/wharton-fintech-overview-payments-regulations,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Spreadsheets and Models,Not Specified,Professional Certificate,,888,8 Hours,Beginner,133,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Marketing,Not Specified,Professional Certificate,,889,1 Weeks,Advanced,503,https://www.coursera.org/learn/wharton-marketing,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Operations Management,Not Specified,Professional Certificate,,876,2 Weeks,Advanced,195,https://www.coursera.org/learn/wharton-operations,Not Specified,Not Specified,Not Specified,Not Specified
Operations Analytics,Not Specified,Professional Certificate,,384,1 Weeks,Advanced,179,https://www.coursera.org/learn/wharton-operations-analytics,Not Specified,Not Specified,Not Specified,Not Specified
People Analytics,Not Specified,Professional Certificate,,773,1 Weeks,Advanced,183,https://www.coursera.org/learn/wharton-people-analytics,Not Specified,Not Specified,Not Specified,Not Specified
Fundamentals of Quantitative Modeling,Not Specified,Professional Certificate,,361,1 Weeks,Advanced,284,https://www.coursera.org/learn/wharton-quantitative-modeling,Not Specified,Not Specified,Not Specified,Not Specified
What is Compliance?,Not Specified,Professional Certificate,,407,1 Weeks,Advanced,74,https://www.coursera.org/learn/what-is-compliance,Not Specified,Not Specified,Not Specified,Not Specified
Change Management and Organizational Transformation,Not Specified,Professional Certificate,,0,8 Hours,Advanced,2,https://www.coursera.org/learn/wiley-change-management-and-organizational-transformation,Not Specified,Not Specified,Not Specified,Not Specified
Product Marketing and Go-to-Market Strategy,Not Specified,Professional Certificate,,0,6 Hours,Advanced,2,https://www.coursera.org/learn/wiley-product-marketing-and-go-to-market-strategy,Not Specified,Not Specified,Not Specified,Not Specified
Workday Basics Series,Not Specified,Professional Certificate,,369,1 Weeks,Advanced,67,https://www.coursera.org/learn/workday-basics-series,Branding,No-Code Development; Workday (Software),Not Specified,Not Specified
Workday Financial Management for Business Users,Not Specified,Professional Certificate,,0,3 Hours,Advanced,67,https://www.coursera.org/learn/workday-business-user-financial,Not Specified,Not Specified,Not Specified,Not Specified
Workday Payroll for Business Users,Not Specified,Professional Certificate,,0,6 Hours,Advanced,67,https://www.coursera.org/learn/workday-business-user-payroll,Not Specified,Not Specified,Not Specified,Not Specified
Workday Human Capital Management for Business Users,Not Specified,Professional Certificate,,135,8 Hours,Advanced,67,https://www.coursera.org/learn/workday-human-capital-management,Business Process; HR Tech; Staff Management; Human Capital; Business Reporting; Compensation Analysis; Benefits Enrollment Processes; Data Entry; Human Resource Management; People Analytics,Workday (Software); Human Resources Information System (HRIS); Applicant Tracking Systems; Learning Management Systems,Not Specified,Not Specified
Accounting Assistant Professional Certificate,Not Specified,Professional Certificate,,0,2 Months,Advanced,61,https://www.coursera.org/professional-certificates/accounting-assistant,Not Specified,Not Specified,Not Specified,Not Specified
Adobe Content Creator: Launching Your Creative Career Professional Certificate,Not Specified,Professional Certificate,,816,4 Months,Advanced,313,https://www.coursera.org/professional-certificates/adobe-content-creator,Not Specified,Not Specified,Not Specified,Not Specified
Adobe Graphic Designer: Design that Demands Attention Professional Certificate,Not Specified,Professional Certificate,,0,4 Months,Advanced,313,https://www.coursera.org/professional-certificates/adobe-graphic-designer,Not Specified,Not Specified,Not Specified,Not Specified
Adobe Marketing Specialist Professional Certificate,Not Specified,Professional Certificate,,94,4 Months,Advanced,313,https://www.coursera.org/professional-certificates/adobe-marketing-specialist,Not Specified,Not Specified,Not Specified,Not Specified
ADP AIRS® Entry-Level Recruiter Professional Certificate,Not Specified,Professional Certificate,,65,3 Months,Advanced,9,https://www.coursera.org/professional-certificates/adp-airs-entry-level-recruiter,Not Specified,Not Specified,Not Specified,Not Specified
ADP Entry-Level Compensation and Benefits Analyst Professional Certificate,Not Specified,Professional Certificate,,115,2 Months,Advanced,85,https://www.coursera.org/professional-certificates/adp-compensation-benefits-analyst,Not Specified,Not Specified,Not Specified,Not Specified
ADP Entry-Level Payroll Specialist Professional Certificate,Not Specified,Professional Certificate,,793,4 Weeks,Advanced,85,https://www.coursera.org/professional-certificates/adp-payroll-specialist,Not Specified,Not Specified,Not Specified,Not Specified
"Advanced Project Management: Asana, Jira, Confluence, and AI Professional Certificate",Not Specified,Professional Certificate,,0,2 Months,Advanced,61,https://www.coursera.org/professional-certificates/advanced-project-management-asana-jira-confluence-and-ai,Not Specified,Not Specified,Not Specified,Not Specified
AI SEO & GEO: Boost Your Brand's AI Visibility Professional Certificate,Not Specified,Professional Certificate,,0,2 Months,Advanced,61,https://www.coursera.org/professional-certificates/ai-seo-and-geo-boost-ai-visibility,Not Specified,Not Specified,Not Specified,Not Specified
Airbus Supply Chain Specialist Professional Certificate,Not Specified,Professional Certificate,,26,6 Months,Advanced,6,https://www.coursera.org/professional-certificates/airbus-supply-chain-specialist,Not Specified,Not Specified,Not Specified,Not Specified
Canva Essentials Professional Certificate,Not Specified,Professional Certificate,,43,4 Weeks,Advanced,0,https://www.coursera.org/professional-certificates/canva-essentials,Not Specified,Not Specified,Not Specified,Not Specified
