course_title,course_organization,course_certificate_type,course_rating,course_review_num,course_time,course_difficulty,course_students_enrolled,course_url,course_skills,course_tools,course_summary,course_description
Fundamentos de estadística aplicada,Not Specified,Professional Certificate,,43,3 Weeks,Advanced,29,https://www.coursera.org/learn/estadistica-aplicada-fundamentos,Not Specified,Not Specified,Not Specified,Not Specified
Estadística aplicada a los negocios,Not Specified,Professional Certificate,,781,2 Weeks,Advanced,60,https://www.coursera.org/learn/estadistica-aplicada-negocios,Not Specified,Not Specified,Not Specified,Not Specified
Estadística y probabilidad,Not Specified,Professional Certificate,,708,2 Weeks,Advanced,111,https://www.coursera.org/learn/estadistica-probabilidad,Not Specified,Not Specified,Not Specified,Not Specified
Ethical AI: AI essentials for everyone,Not Specified,Professional Certificate,,6,5 Hours,Advanced,46,https://www.coursera.org/learn/ethical-ai-ai-essentials-for-everyone,AI Security,Not Specified,Not Specified,Not Specified
Ethics and Governance in the Age of Generative AI,Not Specified,Professional Certificate,,0,3 Weeks,Advanced,1,https://www.coursera.org/learn/ethics-and-governance-in-the-age-of-generative-ai,Not Specified,Not Specified,Not Specified,Not Specified
Evaluations of AI Applications in Healthcare,Not Specified,Professional Certificate,,102,1 Weeks,Advanced,33,https://www.coursera.org/learn/evaluations-ai-applications-healthcare,Not Specified,Not Specified,Not Specified,Not Specified
Exam Prep DP-600: Microsoft Fabric Analytics Engineer,Not Specified,Professional Certificate,,17,1 Weeks,Advanced,117,https://www.coursera.org/learn/exam-prep-dp-600-microsoft-fabric-analytics-engineer-associate,Not Specified,Not Specified,Not Specified,Not Specified
Problem Solving with Excel,Not Specified,Professional Certificate,,462,2 Weeks,Advanced,397,https://www.coursera.org/learn/excel-analysis,Complex Problem Solving; Data Entry; Statistical Analysis; Spreadsheet Software; Data Validation; Excel Formulas; Data Analysis; Data Analysis Software; Data Cleansing; Financial Analysis,Microsoft Excel,Not Specified,Not Specified
Excel and Copilot Fundamentals,Not Specified,Professional Certificate,,341,2 Weeks,Advanced,2,https://www.coursera.org/learn/excel-and-copilot-fundamentals,User Interface (UI); Data Analysis; Data Visualization; Data Manipulation; Microsoft Copilot; Data Entry; Excel Formulas; Data Presentation; Spreadsheet Software,Microsoft Excel; Prompt Engineering,Not Specified,Not Specified
Excel aplicado a los negocios (Nivel Avanzado),Not Specified,Professional Certificate,,705,3 Weeks,Advanced,216,https://www.coursera.org/learn/excel-aplicado-negocios-avanzado,Not Specified,Not Specified,Not Specified,Not Specified
Excel Basics for Data Analysis,Not Specified,Professional Certificate,,445,1 Weeks,Advanced,741,https://www.coursera.org/learn/excel-basics-data-analysis-ibm,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Data Analysis Using Excel,Not Specified,Professional Certificate,,495,2 Weeks,Advanced,0,https://www.coursera.org/learn/excel-data-analysis,Histogram; Scatter Plots; Data Manipulation; Spreadsheet Software; Data Import/Export; Pivot Tables And Charts; Excel Formulas; Data Visualization Software; Graphing; Data Analysis,Microsoft Excel,Not Specified,Not Specified
Excel Fundamentals for Data Analysis,Not Specified,Professional Certificate,,584,- Days,Advanced,1,https://www.coursera.org/learn/excel-data-analysis-fundamentals,Data Cleansing; Data Preprocessing; Data Manipulation; Data Validation; Pivot Tables And Charts; Data Transformation; Automation; Excel Formulas; Data Analysis; Spreadsheet Software,Microsoft Excel,Not Specified,Not Specified
Fundamentos de Excel para Negocios,Not Specified,Professional Certificate,,969,2 Weeks,Advanced,329,https://www.coursera.org/learn/excel-para-negocios,Data Analysis; Spreadsheet Software; Data Visualization; Presentations; Data Entry; Excel Formulas; Financial Analysis; Data Management,Microsoft Excel; Productivity Software,Not Specified,Not Specified
Experimentation for Improvement,Not Specified,Professional Certificate,,932,1 Weeks,Advanced,38,https://www.coursera.org/learn/experimentation,Not Specified,Not Specified,Not Specified,Not Specified
"Extract, Transform and Load Data in Power BI",Not Specified,Professional Certificate,,40,2 Weeks,Advanced,2,https://www.coursera.org/learn/extract-transform-and-load-data-in-power-bi,Not Specified,Not Specified,Not Specified,Not Specified
Feature Engineering,Not Specified,Professional Certificate,,794,8 Hours,Advanced,4,https://www.coursera.org/learn/feature-engineering,Not Specified,Not Specified,Not Specified,Not Specified
Foundational Mathematics for AI,Not Specified,Professional Certificate,,10,5 Weeks,Advanced,0,https://www.coursera.org/learn/foundational-mathematics-for-ai,Not Specified,Not Specified,Not Specified,Not Specified
"Foundations: Data, Data, Everywhere",Not Specified,Professional Certificate,,990,1 Weeks,Advanced,0,https://www.coursera.org/learn/foundations-data,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Business Intelligence,Not Specified,Professional Certificate,,132,2 Weeks,Advanced,16,https://www.coursera.org/learn/foundations-of-business-intelligence,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Data Science,Not Specified,Professional Certificate,,899,2 Weeks,Advanced,16,https://www.coursera.org/learn/foundations-of-data-science,Not Specified,Not Specified,Not Specified,Not Specified
Foundations of Healthcare Data Analytics,Not Specified,Professional Certificate,,0,9 Hours,Advanced,510,https://www.coursera.org/learn/foundations-of-healthcare-data-analytics,Not Specified,Not Specified,Not Specified,Not Specified
"Foundations of Sports Analytics: Data, Representation, and Models in Sports",Not Specified,Professional Certificate,,58,5 Weeks,Advanced,28,https://www.coursera.org/learn/foundations-sports-analytics,Not Specified,Not Specified,Not Specified,Not Specified
Principles of fMRI 1,Not Specified,Professional Certificate,,124,8 Hours,Advanced,48,https://www.coursera.org/learn/functional-mri,Not Specified,Not Specified,Not Specified,Not Specified
Fundamentals of Machine Learning for Healthcare,Not Specified,Professional Certificate,,215,1 Weeks,Advanced,46,https://www.coursera.org/learn/fundamental-machine-learning-healthcare,Not Specified,Not Specified,Not Specified,Not Specified
Fundamental Skills in Bioinformatics,Not Specified,Professional Certificate,,27,2 Weeks,Advanced,15,https://www.coursera.org/learn/fundamental-skills-in-bioinformatics,Exploratory Data Analysis; Data Manipulation; Statistical Analysis; Data Analysis; Scientific Visualization; Statistical Hypothesis Testing; Bioinformatics; Data Quality,Unix Commands; Python Programming; Rmarkdown; Pandas (Python Package); Unix; R Programming; NumPy,Not Specified,Not Specified
Fundamentals of AI Agents Using RAG and LangChain,Not Specified,Professional Certificate,,40,8 Hours,Advanced,47,https://www.coursera.org/learn/fundamentals-of-ai-agents-using-rag-and-langchain,Large Language Modeling; Retrieval-Augmented Generation; Generative AI Agents; Embeddings,Generative AI; Hugging Face; PyTorch (Machine Learning Library); Prompt Engineering,Not Specified,Not Specified
Fundamentals of Data Analytics in the Public Sector with R,Not Specified,Professional Certificate,,12,2 Weeks,Advanced,961,https://www.coursera.org/learn/fundamentals-of-data-analytics-in-the-public-sector-with-r,Not Specified,Not Specified,Not Specified,Not Specified
Fundamentals of Reinforcement Learning,Not Specified,Professional Certificate,,835,2 Weeks,Advanced,114,https://www.coursera.org/learn/fundamentals-of-reinforcement-learning,Artificial Intelligence; Markov Model; Machine Learning; Reinforcement Learning; Probability Distribution; Machine Learning Algorithms; Algorithms,Not Specified,Not Specified,Not Specified
Production Machine Learning Systems,Not Specified,Professional Certificate,,33,2 Weeks,Advanced,4,https://www.coursera.org/learn/gcp-production-ml-systems,Not Specified,Not Specified,Not Specified,Not Specified
Gen AI Foundational Models for NLP & Language Understanding,Not Specified,Professional Certificate,,31,1 Weeks,Advanced,2,https://www.coursera.org/learn/gen-ai-foundational-models-for-nlp-and-language-understanding,Not Specified,Not Specified,Not Specified,Not Specified
GenAI for Contract Managers: Automating CLM,Not Specified,Professional Certificate,,20,3 Hours,Advanced,28,https://www.coursera.org/learn/genai-for-contract-managers-automating-clm,Not Specified,Not Specified,Not Specified,Not Specified
GenAI for Fraud Detection and Compliance,Not Specified,Professional Certificate,,12,5 Hours,Advanced,62,https://www.coursera.org/learn/genai-for-fraud-detection-and-compliance,Model Evaluation; Anomaly Detection; Forecasting; Risk Management; AI Enablement; Artificial Intelligence; Responsible AI; Data Ethics; Compliance Management; Governance; Regulatory Requirements,Fraud detection; Generative AI,Not Specified,Not Specified
GenAI for Learning and Development,Not Specified,Professional Certificate,,0,3 Hours,Advanced,1,https://www.coursera.org/learn/genai-for-learning-and-development-,Data Ethics; Case Studies; Training and Development; Microsoft Copilot; Developing Training Materials; Responsible AI; Automation; Innovation; AI Enablement,Prompt Engineering; ChatGPT; Generative AI; Learning Management Systems; Productivity Software,Not Specified,Not Specified
GenAI for Risk Management Essentials,Not Specified,Professional Certificate,,0,3 Hours,Advanced,20,https://www.coursera.org/learn/genai-for-risk-management-essentials,Not Specified,Not Specified,Not Specified,Not Specified
GenAI for Talent Acquisition: Smarter Candidate Screening,Not Specified,Professional Certificate,,6,3 Hours,Advanced,1,https://www.coursera.org/learn/genai-for-talent-acquisition-smarter-candidate-screening,Business Process Automation; Responsible AI; Recruitment; Talent Acquisition; HR Tech; Automation,Prompt Engineering; Google Gemini; Generative AI; Applicant Tracking Systems; Microsoft Power Automate/Flow; ChatGPT,Not Specified,Not Specified
GenAI for Underwriters: Enhancing Application Reviews,Not Specified,Professional Certificate,,0,2 Hours,Advanced,62,https://www.coursera.org/learn/genai-for-underwriters-enhancing-application-reviews,Not Specified,Not Specified,Not Specified,Not Specified
GenAI in Insurance: Automating Claims & Risk Mitigation,Not Specified,Professional Certificate,,0,4 Hours,Advanced,1,https://www.coursera.org/learn/genai-in-insurance-automating-claims--risk-mitigation,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI Advance Fine-Tuning for LLMs,Not Specified,Professional Certificate,,16,9 Hours,Advanced,2,https://www.coursera.org/learn/generative-ai-advanced-fine-tuning-for-llms,Natural Language Processing; Large Language Modeling; Model Evaluation; Reinforcement Learning; Machine Learning,Generative AI,Not Specified,Not Specified
Generative AI: Elevate Your Data Science Career,Not Specified,Professional Certificate,,57,1 Weeks,Advanced,4,https://www.coursera.org/learn/generative-ai-elevate-your-data-science-career,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI Engineering and Fine-Tuning Transformers,Not Specified,Professional Certificate,,17,8 Hours,Advanced,2,https://www.coursera.org/learn/generative-ai-engineering-and-fine-tuning-transformers,Natural Language Processing; Performance Tuning; Large Language Modeling; Transfer Learning,Prompt Engineering; Generative AI; PyTorch (Machine Learning Library),Not Specified,Not Specified
Generative AI: Enhance your Data Analytics Career,Not Specified,Professional Certificate,,35,2 Weeks,Advanced,391,https://www.coursera.org/learn/generative-ai-enhance-your-data-analytics-career,Prompt Engineering Tools; Data Ethics; Analytics; Data Manipulation; Statistical Analysis; Data Cleansing; Data Storytelling; Data Visualization Software; Responsible AI; Data Analysis,Generative AI; Dashboard; OpenAI; Query Languages; Python Programming,Not Specified,Not Specified
Generative AI Essentials: Overview and Impact,Not Specified,Professional Certificate,,336,- Days,Advanced,77,https://www.coursera.org/learn/generative-ai-essentials,Not Specified,Not Specified,Not Specified,Not Specified
"Generative AI: Impact, Considerations, and Ethical Issues",Not Specified,Professional Certificate,,316,6 Hours,Advanced,4,https://www.coursera.org/learn/generative-ai-ethical-considerations-and-implications,Accountability; AI Security; Business Ethics; Data Ethics; Information Privacy; Responsible AI; Social Impact; Socioeconomics; Legal Risk,Generative AI,Not Specified,Not Specified
Generative AI for Everyone,Not Specified,Professional Certificate,,1,- Days,Advanced,9,https://www.coursera.org/learn/generative-ai-for-everyone,AI Product Strategy; Large Language Modeling; Artificial Intelligence; Automation; AI Security; Social Impact; Responsible AI,Cloud Applications; Prompt Engineering; ChatGPT; Generative AI,Not Specified,Not Specified
Generative AI: Foundation Models and Platforms,Not Specified,Professional Certificate,,323,10 Hours,Advanced,4,https://www.coursera.org/learn/generative-ai-foundation-models-and-platforms,Artificial Neural Networks; Large Language Modeling; Generative Model Architectures; Natural Language Processing; Deep Learning,Generative Adversarial Networks (GANs); Hugging Face; Prompt Engineering; Generative AI; OpenAI; IBM Cloud,Not Specified,Not Specified
"Generative AI: Governance, Policy, and Emerging Regulation",Not Specified,Professional Certificate,,85,3 Hours,Advanced,23,https://www.coursera.org/learn/generative-ai-governance-policy-and-emerging-regulation,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI: Introduction and Applications,Not Specified,Professional Certificate,,291,8 Hours,Advanced,0,https://www.coursera.org/learn/generative-ai-introduction-and-applications,Deep Learning; Augmented and Virtual Reality (AR/VR); Artificial Intelligence and Machine Learning (AI/ML); Machine Learning,ChatGPT; Generative AI,Not Specified,Not Specified
Generative AI Language Modeling with Transformers,Not Specified,Professional Certificate,,32,9 Hours,Advanced,2,https://www.coursera.org/learn/generative-ai-language-modeling-with-transformers,Performance Tuning; Embeddings; Transfer Learning; Natural Language Processing; Text Mining; Applied Machine Learning; Large Language Modeling,Generative AI; PyTorch (Machine Learning Library),Not Specified,Not Specified
Generative AI and LLMs: Architecture and Data Preparation,Not Specified,Professional Certificate,,85,6 Hours,Advanced,2,https://www.coursera.org/learn/generative-ai-llm-architecture-data-preparation,Large Language Modeling; Generative Model Architectures; Data Pipelines; Data Preprocessing; Recurrent Neural Networks (RNNs); Artificial Intelligence; Natural Language Processing,PyTorch (Machine Learning Library); Hugging Face; Generative Adversarial Networks (GANs); Generative AI,Not Specified,Not Specified
Generative AI: Prompt Engineering Basics,Not Specified,Professional Certificate,,79,6 Hours,Advanced,0,https://www.coursera.org/learn/generative-ai-prompt-engineering-basics,Responsible AI; LLM Application; Scripting; Debugging; Model Evaluation,Not Specified,Not Specified,Not Specified
Generative AI and Prompt Engineering Essentials,Not Specified,Professional Certificate,,10,1 Weeks,Advanced,159,https://www.coursera.org/learn/generative-ai-prompt-engineering-essentials,Not Specified,Not Specified,Not Specified,Not Specified
Generative AI: Prompt Engineering Basics,Not Specified,Professional Certificate,,272,9 Hours,Advanced,0,https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,Context Management; Decision Making; Prompt Patterns,Generative AI; AI Workflows; Prompt Engineering; ChatGPT,Not Specified,Not Specified
Generative AI for HR Professionals,Not Specified,Professional Certificate,,23,8 Hours,Advanced,130,https://www.coursera.org/learn/generativeaiforhrprofessionals,Not Specified,Not Specified,Not Specified,Not Specified
Geospatial Analysis with ArcGIS,Not Specified,Professional Certificate,,129,1 Weeks,Advanced,215,https://www.coursera.org/learn/geospatial-analysis,ArcGIS; Spatial Analysis; Spatial Data Analysis; Data Manipulation; Data Presentation; Geospatial Mapping; Data Storytelling; Data Visualization Software; Network Analysis,Heat Maps; Geographic Information Systems,Not Specified,Not Specified
"GIS Mastery: Spatial Data, Remote Sensing, Decision Support",Not Specified,Professional Certificate,,9,3 Hours,Advanced,2,https://www.coursera.org/learn/gis-mastery-spatial-data-remote-sensing-decision-support,Metadata Management; Global Positioning Systems; Geospatial Mapping; Spatial Data Analysis; Data Analysis; Spatial Analysis; Decision Support Systems,Geographic Information Systems,Not Specified,Not Specified
Go Beyond the Numbers: Translate Data into Insights,Not Specified,Professional Certificate,,905,3 Weeks,Advanced,16,https://www.coursera.org/learn/go-beyond-the-numbers-translate-data-into-insight,Not Specified,Not Specified,Not Specified,Not Specified
Google Advanced Data Analytics Capstone,Not Specified,Professional Certificate,,412,6 Hours,Advanced,16,https://www.coursera.org/learn/google-advanced-data-analytics-capstone,Not Specified,Not Specified,Not Specified,Not Specified
AI for App Building,Not Specified,Professional Certificate,,807,2 Hours,Advanced,16,https://www.coursera.org/learn/google-ai-for-app-building,AI Personalization; Artificial Intelligence; Responsible AI; AI Enablement,Generative AI; AI Workflows; Google Workspace; Google Gemini,Not Specified,Not Specified
AI for Brainstorming and Planning,Not Specified,Professional Certificate,,262,1 Hours,Advanced,16,https://www.coursera.org/learn/google-ai-for-brainstorming-and-planning,Not Specified,Not Specified,Not Specified,Not Specified
AI for Content Creation,Not Specified,Professional Certificate,,127,2 Hours,Advanced,16,https://www.coursera.org/learn/google-ai-for-content-creation,Not Specified,Not Specified,Not Specified,Not Specified
AI for Data Analysis,Not Specified,Professional Certificate,,163,1 Hours,Advanced,16,https://www.coursera.org/learn/google-ai-for-data-analysis,Artificial Intelligence; Responsible AI; Performance Measurement; AI Personalization; Business Modeling; Simulation and Simulation Software; Interactive Data Visualization; AI Enablement,Google Workspace; Google Gemini; AI Workflows; Generative AI,Not Specified,Not Specified
AI for Research and Insights,Not Specified,Professional Certificate,,164,1 Hours,Advanced,16,https://www.coursera.org/learn/google-ai-for-research-and-insights,Responsible AI; AI Personalization; Artificial Intelligence; AI Enablement,Google Workspace; Generative AI; Google Gemini; AI Workflows,Not Specified,Not Specified
AI for Writing and Communicating,Not Specified,Professional Certificate,,121,1 Hours,Advanced,16,https://www.coursera.org/learn/google-ai-for-writing-and-communicating,AI Enablement; Responsible AI; AI Personalization; Artificial Intelligence,Google Gemini; AI Workflows; Generative AI,Not Specified,Not Specified
AI Fundamentals,Not Specified,Professional Certificate,,220,3 Hours,Advanced,16,https://www.coursera.org/learn/google-ai-fundamentals,Artificial Intelligence; Responsible AI; AI Enablement; AI Personalization,Generative AI; Google Gemini; Google Workspace; AI Workflows,Not Specified,Not Specified
Google Data Analytics Capstone: Complete a Case Study,Not Specified,Professional Certificate,,530,1 Weeks,Advanced,0,https://www.coursera.org/learn/google-data-analytics-capstone,Not Specified,Not Specified,Not Specified,Not Specified
Data Structures in Python,Not Specified,Professional Certificate,,14,6 Hours,Advanced,16,https://www.coursera.org/learn/google-data-structures-in-python,Data Wrangling; Data Import/Export,Not Specified,Not Specified,Not Specified
Design Prompts for Everyday Work Tasks,Not Specified,Professional Certificate,,111,1 Hours,Advanced,16,https://www.coursera.org/learn/google-design-prompts-for-everyday-work-tasks,Brainstorming; Large Language Modeling; Productivity; Organizational Skills; Concision; Email Automation; AI Enablement; Business Writing,Prompt Engineering,Not Specified,Not Specified
Discover the Art of Prompting,Not Specified,Professional Certificate,,157,2 Hours,Advanced,16,https://www.coursera.org/learn/google-discover-the-art-of-prompting,Large Language Modeling; Model Evaluation; Content Creation; LLM Application,Prompt Engineering,Not Specified,Not Specified
Functions and Conditional Statements,Not Specified,Professional Certificate,,25,3 Hours,Advanced,16,https://www.coursera.org/learn/google-functions-and-conditional-statements,Computer Programming; Computational Logic; Software Design,Not Specified,Not Specified,Not Specified
"Hello, Python!",Not Specified,Professional Certificate,,81,3 Hours,Advanced,16,https://www.coursera.org/learn/google-hello-python,Data Science; Package and Software Management; Computer Programming,Mathematical Software,Not Specified,Not Specified
Introducing Data Analytics and Analytical Thinking,Not Specified,Professional Certificate,,38,3 Hours,Advanced,16,https://www.coursera.org/learn/google-introducing-data-analytics-and-analytical-thinking,Business Analytics; Data Quality; Root Cause Analysis,Not Specified,Not Specified,Not Specified
Introduction to AI,Not Specified,Professional Certificate,,762,1 Hours,Advanced,16,https://www.coursera.org/learn/google-introduction-to-ai,Not Specified,Not Specified,Not Specified,Not Specified
Loops and Strings,Not Specified,Professional Certificate,,15,4 Hours,Advanced,16,https://www.coursera.org/learn/google-loops-and-strings,Data Structures,Not Specified,Not Specified,Not Specified
Maximize Productivity With AI Tools,Not Specified,Professional Certificate,,361,2 Hours,Advanced,16,https://www.coursera.org/learn/google-maximize-productivity-with-ai-tools,Responsible AI; AI Enablement; Business Workflow Analysis; Human Factors; Complex Problem Solving; Operational Efficiency,Prompt Engineering; Generative AI; Gemini; AI Workflows; Productivity Software; Google Workspace,Not Specified,Not Specified
Speed Up Data Analysis and Presentation Building,Not Specified,Professional Certificate,,882,1 Hours,Advanced,16,https://www.coursera.org/learn/google-speed-up-data-analysis-and-presentation-building,Data Analysis; Oral Expression; Data Visualization; AI Enablement; Data Presentation; Responsible AI; Data Storytelling,Prompt Engineering,Not Specified,Not Specified
Start Writing Prompts like a Pro,Not Specified,Professional Certificate,,38,2 Hours,Advanced,16,https://www.coursera.org/learn/google-start-writing-prompts-like-a-pro,Context Management; Responsible AI; Multimodal Prompts,Prompt Engineering,Not Specified,Not Specified
Stay Ahead of the AI Curve,Not Specified,Professional Certificate,,403,2 Hours,Advanced,16,https://www.coursera.org/learn/google-stay-ahead-of-the-ai-curve,AI Enablement; Analysis; Technology Roadmaps; Strategic Thinking,AI Workflows; Generative AI,Not Specified,Not Specified
Use AI as a Creative or Expert Partner,Not Specified,Professional Certificate,,172,2 Hours,Advanced,16,https://www.coursera.org/learn/google-use-ai-as-a-creative-or-expert-partner,Scenario Testing; Solution Design; AI Enablement; Software Versioning; Generative AI Agents; Ideation; Multimodal Prompts,Prompt Engineering; ChatGPT,Not Specified,Not Specified
Use AI Responsibly,Not Specified,Professional Certificate,,878,1 Hours,Advanced,16,https://www.coursera.org/learn/google-use-ai-responsibly,Critical Thinking; Workplace inclusivity; Analysis; AI Security; Data Security; Social Impact,Generative AI,Not Specified,Not Specified
Hadoop Platform and Application Framework,Not Specified,Professional Certificate,,93,3 Weeks,Advanced,220,https://www.coursera.org/learn/hadoop,Performance Tuning; Distributed Computing; Data Science; Data Analysis; Data Processing; Data Storage; Big Data; Data Infrastructure; Scalability,Apache Hadoop; PySpark; Apache Spark; Python Programming,Not Specified,Not Specified
Hands On Clinical Reporting Using R,Not Specified,Professional Certificate,,17,2 Weeks,Advanced,2,https://www.coursera.org/learn/hands-on-clinical-reporting-using-r,Not Specified,Not Specified,Not Specified,Not Specified
Harnessing the Power of Data with Power BI,Not Specified,Professional Certificate,,915,2 Weeks,Advanced,2,https://www.coursera.org/learn/harnessing-the-power-of-data-with-power-bi,Business Analytics; Data Analysis; Data Collection; Data Transformation; Data Visualization Software; Data-Driven Decision-Making,Power BI; Microsoft 365; Microsoft Power Platform,Not Specified,Not Specified
Data Science in Health Technology Assessment,Not Specified,Professional Certificate,,23,6 Hours,Advanced,2,https://www.coursera.org/learn/health-economics-and-hta,Not Specified,Not Specified,Not Specified,Not Specified
Human Factors in AI,Not Specified,Professional Certificate,,220,2 Weeks,Advanced,90,https://www.coursera.org/learn/human-factors-in-artificial-intelligence,Not Specified,Not Specified,Not Specified,Not Specified
IBM Data Analyst Capstone Project,Not Specified,Professional Certificate,,394,3 Weeks,Advanced,4,https://www.coursera.org/learn/ibm-data-analyst-capstone-project,Not Specified,Not Specified,Not Specified,Not Specified
Exploratory Data Analysis for Machine Learning,Not Specified,Professional Certificate,,798,1 Weeks,Advanced,2,https://www.coursera.org/learn/ibm-exploratory-data-analysis-for-machine-learning,Not Specified,Not Specified,Not Specified,Not Specified
Unsupervised Machine Learning,Not Specified,Professional Certificate,,93,2 Weeks,Advanced,165,https://www.coursera.org/learn/ibm-unsupervised-machine-learning,Data Science; Machine Learning Algorithms; Feature Engineering; Data Analysis; Text Mining; Dimensionality Reduction; Data Preprocessing; Algorithms; Unsupervised Learning; Machine Learning; Big Data,Scikit Learn (Machine Learning Library),Not Specified,Not Specified
Communicating Science,Not Specified,Professional Certificate,,0,6 Weeks,Advanced,0,https://www.coursera.org/learn/illinois-tech-communicating-science,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Relational Databases,Not Specified,Professional Certificate,,13,7 Weeks,Advanced,0,https://www.coursera.org/learn/illinois-tech-introduction-to-relational-databases,Not Specified,Not Specified,Not Specified,Not Specified
Inferential Statistical Analysis with Python,Not Specified,Professional Certificate,,151,2 Weeks,Advanced,171,https://www.coursera.org/learn/inferential-statistical-analysis-python,Statistical Analysis; Bayesian Statistics; Matplotlib; Statistical Inference; Statistical Methods; Sampling (Statistics); Statistical Hypothesis Testing; Probability & Statistics,NumPy; Python Programming; Jupyter,Not Specified,Not Specified
Inferential Statistics,Not Specified,Professional Certificate,,84,2 Weeks,Advanced,203,https://www.coursera.org/learn/inferential-statistics,Regression Analysis; Logistic Regression; Statistical Inference; Statistics,R Programming,Not Specified,Not Specified
Inferential Statistics,Not Specified,Professional Certificate,,778,2 Weeks,Advanced,429,https://www.coursera.org/learn/inferential-statistics-intro,Not Specified,Not Specified,Not Specified,Not Specified
Integrating Generative AI into Project Management,Not Specified,Professional Certificate,,24,3 Hours,Advanced,0,https://www.coursera.org/learn/integrating-generative-ai-into-project-management,Not Specified,Not Specified,Not Specified,Not Specified
"Intermediate Excel: Data Modeling, Analysis, and Dashboards",Not Specified,Professional Certificate,,0,3 Hours,Advanced,415,https://www.coursera.org/learn/intermediate-excel-data-modeling-analysis-and-dashboards,Not Specified,Not Specified,For Individuals; For Businesses; For Universities; For Governments; Browse; Data Science; Data Analysis,Not Specified
Introducción a Data Science: Programación Estadística con R,Not Specified,Professional Certificate,,581,5 Weeks,Advanced,241,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r,Not Specified,Not Specified,Not Specified,Not Specified
"Build, Train and Deploy ML Models with Keras on Google Cloud",Not Specified,Professional Certificate,,810,1 Weeks,Advanced,4,https://www.coursera.org/learn/intro-tensorflow,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Data Analytics for Accounting Professionals,Not Specified,Professional Certificate,,95,8 Hours,Advanced,27,https://www.coursera.org/learn/intro-to-data-analytics,Not Specified,Not Specified,Not Specified,Not Specified
Introducción a la inteligencia artificial contemporánea,Not Specified,Professional Certificate,,98,2 Weeks,Advanced,23,https://www.coursera.org/learn/introduccion-a-la-inteligencia-artificial-contemporanea,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Clinical Data,Not Specified,Professional Certificate,,144,1 Weeks,Advanced,111,https://www.coursera.org/learn/introduction-clinical-data,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Computer Vision and Image Processing,Not Specified,Professional Certificate,,313,2 Weeks,Advanced,791,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,Network Architecture; Computer Vision; Machine Learning Algorithms; Feature Engineering; Model Evaluation; Deep Learning; Transfer Learning; Visualization (Computer Graphics),Classification Algorithms,Not Specified,Not Specified
Experimental Design Basics,Not Specified,Professional Certificate,,313,1 Weeks,Advanced,28,https://www.coursera.org/learn/introduction-experimental-design-basics,Statistical Modeling; Research Design; Quality Control; Statistical Hypothesis Testing; Statistical Analysis; Statistical Methods; Probability & Statistics; Sample Size Determination,Not Specified,Not Specified,Not Specified
Introduction to Genomic Technologies,Not Specified,Professional Certificate,,832,6 Hours,Advanced,158,https://www.coursera.org/learn/introduction-genomics,Software Engineering; Computational Thinking; Statistical Analysis; Bioinformatics; Biology; Biostatistics; Algorithms; Data Analysis; Statistics; Data Science; Molecular Biology; Computer Science,Not Specified,Not Specified,Not Specified
Introduction to Python for Scientific Computing,Not Specified,Professional Certificate,,13,9 Hours,Advanced,0,https://www.coursera.org/learn/introduction-python-scientific-computing,Computer Programming; Numerical Analysis; Scientific Visualization; Engineering Calculations; Engineering Analysis; Matplotlib; Debugging; Data Visualization; Programming Principles,Jupyter; NumPy; Integrated Development Environments,Not Specified,Not Specified
Introduction to Artificial Intelligence (AI),Not Specified,Professional Certificate,,830,1 Weeks,Advanced,4,https://www.coursera.org/learn/introduction-to-ai,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to AI and Technology in Sports,Not Specified,Professional Certificate,,10,2 Weeks,Advanced,0,https://www.coursera.org/learn/introduction-to-ai-and-technology-in-sports,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Business Analytics,Not Specified,Professional Certificate,,497,2 Weeks,Advanced,108,https://www.coursera.org/learn/introduction-to-business-analytics,Not Specified,Not Specified,Not Specified,Not Specified
Introduction to Data Analysis Using Python,Not Specified,Professional Certificate,,75,3 Weeks,Advanced,16,https://www.coursera.org/learn/introduction-to-data-analysis-using-python,Data Manipulation; Debugging; Algorithms; Object Oriented Programming (OOP); Data Analysis; Data Cleansing; Data Structures; Scripting; Analytical Skills,NumPy; Python Programming; Pandas (Python Package),Not Specified,Not Specified
Introduction to Data Analytics,Not Specified,Professional Certificate,,560,- Days,Advanced,4,https://www.coursera.org/learn/introduction-to-data-analytics,Not Specified,Not Specified,Not Specified,Not Specified
